iter	PRAUC	Logloss
127	1	0.1615041311
128	1	0.1603282759
129	1	0.1590692128
130	1	0.1571627263
131	1	0.155396013
132	1	0.1543005559
133	1	0.1525338064
134	1	0.1504251343
135	1	0.1492093605
136	1	0.1483241341
137	1	0.1466716552
138	1	0.1457597733
139	1	0.1448144414
140	1	0.1432714609
141	1	0.1423874912
142	1	0.1408267545
143	1	0.1390810878
144	1	0.1375512007
145	1	0.1362967185
146	1	0.1349577331
147	1	0.1335639101
148	1	0.1327608506
149	1	0.1322083695
150	1	0.1313197748
151	1	0.130148885
152	1	0.1291405708
153	1	0.1282291537
154	1	0.1271040583
155	1	0.12616735
156	1	0.1252485715
157	1	0.1238849571
158	1	0.1227959137
159	1	0.1219409884
160	1	0.1211532193
161	1	0.1208806278
162	1	0.1197413095
163	1	0.1185000099
164	1	0.117134275
165	1	0.1163205205
166	1	0.1155745937
167	1	0.1148085807
168	1	0.113763744
169	1	0.1128458474
170	1	0.1121658175
171	1	0.1111790157
172	1	0.1101730646
173	1	0.1095463236
174	1	0.1083963953
175	1	0.1074557641
176	1	0.1064675534
177	1	0.1053500921
178	1	0.1044805954
179	1	0.1034925561
180	1	0.1024313594
181	1	0.1018681217
182	1	0.1009970751
183	1	0.1003236296
184	1	0.09950754696
185	1	0.09886217178
186	1	0.09778290741
187	1	0.09749582812
188	1	0.09694553446
189	1	0.09588994411
190	1	0.09498045046
191	1	0.09426116878
192	1	0.09329258299
193	1	0.09240599504
194	1	0.09183465663
195	1	0.09103907419
196	1	0.0902585711
197	1	0.0894819827
198	1	0.08872155427
199	1	0.08764954075
200	1	0.08672453733
201	1	0.08621752467
202	1	0.08539619329
203	1	0.08479504709
204	1	0.08418267704
205	1	0.08309245688
206	1	0.0823410412
207	1	0.08164283098
208	1	0.08074246382
209	1	0.08001647854
210	1	0.07928275717
211	1	0.07871844302
212	1	0.07797985309
213	1	0.07706118114
214	1	0.0760989289
215	1	0.07538632217
216	1	0.0748207593
217	1	0.0741905199
218	1	0.07354603932
219	1	0.07310048642
220	1	0.07231062755
221	1	0.07162002857
222	1	0.07072485857
223	1	0.07003278589
224	1	0.06943745312
225	1	0.06886365333
226	1	0.06810755158
227	1	0.06752190243
228	1	0.06687368519
229	1	0.06630915682
230	1	0.06561705875
231	1	0.06489874411
232	1	0.06439111358
233	1	0.06387988732
234	1	0.06330603376
235	1	0.06280943803
236	1	0.06214192862
237	1	0.06149415858
238	1	0.06092534617
239	1	0.0603637696
240	1	0.05977614709
241	1	0.05924882196
242	1	0.05861927067
243	1	0.05800039042
244	1	0.05734881035
245	1	0.05683647017
246	1	0.05629720333
247	1	0.05575791561
248	1	0.05525564084
249	1	0.05472799291
250	1	0.0544725046
251	1	0.05396561863
252	1	0.05337646367
253	1	0.05302020531
254	1	0.05242348656
255	1	0.05187285759
256	1	0.05144533005
257	1	0.05085803329
258	1	0.05047340497
259	1	0.04998715063
260	1	0.04952433381
261	1	0.04913419267
262	1	0.04873331564
263	1	0.04833831311
264	1	0.04789568792
265	1	0.04747395532
266	1	0.04711870948
267	1	0.04672315643
268	1	0.04632040406
269	1	0.04591678594
270	1	0.0455139719
271	1	0.04497072161
272	1	0.04457545909
273	1	0.04419650021
274	1	0.04363518604
275	1	0.04331228019
276	1	0.0429495442
277	1	0.04257406169
278	1	0.04233870205
279	1	0.04197063356
280	1	0.04164921484
281	1	0.04134540188
282	1	0.04095093111
283	1	0.04065550247
284	1	0.04043936154
285	1	0.04021385614
286	1	0.03980422068
287	1	0.03944503217
288	1	0.03924492824
289	1	0.03899307009
290	1	0.03872224857
291	1	0.03839020535
292	1	0.03804556636
293	1	0.03775834661
294	1	0.03748419995
295	1	0.03725952998
296	1	0.03697920436
297	1	0.0366378628
298	1	0.03644294036
299	1	0.0361969319
300	1	0.03583848347
301	1	0.0355933016
302	1	0.03535289375
303	1	0.03500417543
304	1	0.03472662176
305	1	0.03455073426
306	1	0.03423134373
307	1	0.03388382236
308	1	0.03364666048
309	1	0.03341363281
310	1	0.03314304824
311	1	0.0329111278
312	1	0.03265606467
313	1	0.03243339089
314	1	0.03216673652
315	1	0.03197294596
316	1	0.03174399722
317	1	0.03154830148
318	1	0.03132541104
319	1	0.03113999059
320	1	0.03092226769
321	1	0.030705511
322	1	0.03048781561
323	1	0.03029796343
324	1	0.03009777915
325	1	0.02994699011
326	1	0.02974081017
327	1	0.02954930869
328	1	0.02936802548
329	1	0.0292068491
330	1	0.02900353443
331	1	0.02884743599
332	1	0.02867795827
333	1	0.02848604757
334	1	0.02833058895
335	1	0.02813921426
336	1	0.02795524534
337	1	0.02775046969
338	1	0.02752419171
339	1	0.02728791415
340	1	0.02706909493
341	1	0.02684697697
342	1	0.02667866974
343	1	0.02640783367
344	1	0.02623524883
345	1	0.02606063302
346	1	0.02589967724
347	1	0.02573018793
348	1	0.02558194509
349	1	0.02544620407
350	1	0.02532426937
351	1	0.02513818866
352	1	0.02495995451
353	1	0.02483576528
354	1	0.0246469155
355	1	0.02445675264
356	1	0.02429978958
357	1	0.02414385705
358	1	0.0240027819
359	1	0.02382252777
360	1	0.02371953234
361	1	0.02355193332
362	1	0.02337577091
363	1	0.02325837367
364	1	0.02311028195
365	1	0.02296525516
366	1	0.02284585128
367	1	0.0227264259
368	1	0.02257624111
369	1	0.02244261343
370	1	0.02233138278
371	1	0.02222244442
372	1	0.02210390655
373	1	0.02199114988
374	1	0.02187985196
375	1	0.02175559014
376	1	0.02164662165
377	1	0.02153940793
378	1	0.0214416052
379	1	0.02125278297
380	1	0.02116510286
381	1	0.02106447124
382	1	0.02094046243
383	1	0.0207937287
384	1	0.02068248318
385	1	0.02055083447
386	1	0.02046399984
387	1	0.02032494536
388	1	0.02021009875
389	1	0.02010682046
390	1	0.02000524688
391	1	0.01988979911
392	1	0.01981357469
393	1	0.01971829584
394	1	0.01957825696
395	1	0.01946751246
396	1	0.0194015021
397	1	0.01930514983
398	1	0.01920186608
399	1	0.01913148597
400	1	0.0189803356
401	1	0.01889366822
402	1	0.01880246699
403	1	0.01873397327
404	1	0.01864435414
405	1	0.018547904
406	1	0.01847816979
407	1	0.01837971437
408	1	0.01829528685
409	1	0.01817407534
410	1	0.01808476728
411	1	0.01801321755
412	1	0.01794796717
413	1	0.01789142482
414	1	0.01779341558
415	1	0.01772583287
416	1	0.01766294109
417	1	0.01759497443
418	1	0.01751521083
419	1	0.01743180092
420	1	0.01735827883
421	1	0.01727139371
422	1	0.01719584384
423	1	0.01709374919
424	1	0.0170322261
425	1	0.01694438486
426	1	0.01687988458
427	1	0.01679482375
428	1	0.01673147446
429	1	0.01665922903
430	1	0.01658301781
431	1	0.0165025802
432	1	0.0164371287
433	1	0.01632571568
434	1	0.01624943913
435	1	0.01614808371
436	1	0.01610700617
437	1	0.01604998389
438	1	0.01598499439
439	1	0.01589279674
440	1	0.01578529236
441	1	0.01573951222
442	1	0.01568931292
443	1	0.01559902257
444	1	0.0155297698
445	1	0.01546778115
446	1	0.01540700753
447	1	0.01534177706
448	1	0.01529310603
449	1	0.01523756442
450	1	0.01515867858
451	1	0.0151015508
452	1	0.01505417647
453	1	0.01499419281
454	1	0.01494066211
455	1	0.01486699292
456	1	0.01481164672
457	1	0.01474349906
458	1	0.01468060302
459	1	0.01460685159
460	1	0.01452227857
461	1	0.01446018041
462	1	0.01440641944
463	1	0.01434883441
464	1	0.01428453467
465	1	0.01421532787
466	1	0.0141532311
467	1	0.01410306793
468	1	0.01404751024
469	1	0.01400820552
470	1	0.01396253111
471	1	0.01390686363
472	1	0.01384508716
473	1	0.01380237077
474	1	0.01373922654
475	1	0.0136873707
476	1	0.01364258427
477	1	0.01359959831
478	1	0.01353668574
479	1	0.01346504884
480	1	0.01340960593
481	1	0.01335337535
482	1	0.01331357319
483	1	0.01326768239
484	1	0.01320850233
485	1	0.01314818233
486	1	0.01308347662
487	1	0.01303696551
488	1	0.0129892725
489	1	0.01293409362
490	1	0.0128974084
491	1	0.01284383714
492	1	0.01281053645
493	1	0.01275262415
494	1	0.01271773837
495	1	0.01267772152
496	1	0.01262567694
497	1	0.01259753735
498	1	0.01255071813
499	1	0.01251037245
500	1	0.01245809735
501	1	0.01240792984
502	1	0.01236780882
503	1	0.01231414037
504	1	0.01227677842
505	1	0.01222619684
506	1	0.01218184364
507	1	0.01213894128
508	1	0.01209177417
509	1	0.01204832229
510	1	0.01200700838
511	1	0.01194297193
512	1	0.01191201644
513	1	0.01188143815
514	1	0.01184312802
515	1	0.01178980194
516	1	0.01175008491
517	1	0.01170055166
518	1	0.01167183663
519	1	0.0116340311
520	1	0.01160750947
521	1	0.01156606905
522	1	0.01154073409
523	1	0.01150325997
524	1	0.01146104751
525	1	0.01139405363
526	1	0.0113431866
527	1	0.01129721538
528	1	0.01123570747
529	1	0.01119984333
530	1	0.01115469135
531	1	0.01111551193
532	1	0.01107185366
533	1	0.01102952877
534	1	0.01098359605
535	1	0.01095646336
536	1	0.01092966188
537	1	0.01089035038
538	1	0.01086545156
539	1	0.01081854147
540	1	0.0107691493
541	1	0.01073558205
542	1	0.01071211441
543	1	0.01066459149
544	1	0.01063415618
545	1	0.01060220273
546	1	0.01057375222
547	1	0.01054088152
548	1	0.01050837995
549	1	0.01048102822
550	1	0.01044974262
551	1	0.01041923907
552	1	0.01039488322
553	1	0.01035922832
554	1	0.01032798388
555	1	0.01029888385
556	1	0.01026836038
557	1	0.01023520657
558	1	0.01020462789
559	1	0.01016782802
560	1	0.01013469548
561	1	0.01010982601
562	1	0.01007337411
563	1	0.01004172048
564	1	0.009993070975
565	1	0.009965874305
566	1	0.009939299387
567	1	0.009911442508
568	1	0.009873088793
569	1	0.009835406654
570	1	0.009794338809
571	1	0.009750985692
572	1	0.009718809537
573	1	0.009700091663
574	1	0.009667796355
575	1	0.009644366854
576	1	0.009613137896
577	1	0.009585036238
578	1	0.009564967136
579	1	0.009537663544
580	1	0.009513696761
581	1	0.009495986872
582	1	0.009474710496
583	1	0.009446024817
584	1	0.009421381252
585	1	0.009399647438
586	1	0.009380522314
587	1	0.00935183306
588	1	0.009324753713
589	1	0.009296281073
590	1	0.009272280922
591	1	0.009251546402
592	1	0.009210432629
593	1	0.009185472789
594	1	0.009161431627
595	1	0.009138113022
596	1	0.009114830681
597	1	0.009087915673
598	1	0.009064932717
599	1	0.009044945311
600	1	0.009022886676
601	1	0.0089979975
602	1	0.008966792155
603	1	0.00893984748
604	1	0.008906267182
605	1	0.008870110086
606	1	0.008840723487
607	1	0.00882107152
608	1	0.008802315866
609	1	0.008781463862
610	1	0.008765713714
611	1	0.00874600824
612	1	0.008724942623
613	1	0.008699537543
614	1	0.008675597999
615	1	0.008660886035
616	1	0.008645648948
617	1	0.008622138164
618	1	0.008595221406
619	1	0.008575466169
620	1	0.008548840126
621	1	0.008529909711
622	1	0.008511100418
623	1	0.008486660009
624	1	0.008462043828
625	1	0.008438568999
626	1	0.008418408484
627	1	0.008388116673
628	1	0.008361877414
629	1	0.008328715606
630	1	0.008308095869
631	1	0.008290971177
632	1	0.008269377546
633	1	0.00824551035
634	1	0.008218254775
635	1	0.008194231265
636	1	0.00816043528
637	1	0.008137479211
638	1	0.008101258793
639	1	0.008078377296
640	1	0.008049979272
641	1	0.008030684063
642	1	0.008003569037
643	1	0.007980390043
644	1	0.007940886056
645	1	0.007916958
646	1	0.007898319188
647	1	0.007871671095
648	1	0.007857043497
649	1	0.007837224229
650	1	0.00781903209
651	1	0.007793461354
652	1	0.007777148157
653	1	0.007759195727
654	1	0.007739667564
655	1	0.007716370798
656	1	0.007682406787
657	1	0.007669827806
658	1	0.007645806551
659	1	0.007626910896
660	1	0.007613463364
661	1	0.007594474277
662	1	0.007568607075
663	1	0.00755682166
664	1	0.007535698513
665	1	0.007519039724
666	1	0.007503555323
667	1	0.007483685077
668	1	0.007455370385
669	1	0.007429470764
670	1	0.007409951613
671	1	0.007395400719
672	1	0.007368075907
673	1	0.007355854352
674	1	0.007335242337
675	1	0.007319336552
676	1	0.007302063726
677	1	0.007286228111
678	1	0.007266710949
679	1	0.007240998618
680	1	0.007224399686
681	1	0.007209973136
682	1	0.007198819537
683	1	0.007184157069
684	1	0.007170249285
685	1	0.007154459697
686	1	0.007140010558
687	1	0.007125293822
688	1	0.007108927293
689	1	0.007088477778
690	1	0.007075969776
691	1	0.0070637472
692	1	0.007045817094
693	1	0.007031588849
694	1	0.00700305504
695	1	0.006984206839
696	1	0.006972969279
697	1	0.006962258295
698	1	0.006942969339
699	1	0.006931115695
700	1	0.006909823158
701	1	0.006893625544
702	1	0.006875326542
703	1	0.006858333468
704	1	0.006841816565
705	1	0.006827812564
706	1	0.006813467813
707	1	0.006796173361
708	1	0.006785950249
709	1	0.006773372972
710	1	0.006757470805
711	1	0.006738635704
712	1	0.006722610745
713	1	0.0067044729
714	1	0.0066932966
715	1	0.006681508165
716	1	0.006667684654
717	1	0.006652035182
718	1	0.006639711019
719	1	0.006625864481
720	1	0.006605386793
721	1	0.006583410685
722	1	0.006568878727
723	1	0.006552942236
724	1	0.006533481066
725	1	0.0065223061
726	1	0.006500782687
727	1	0.006484815103
728	1	0.006465307357
729	1	0.006446163207
730	1	0.006435344587
731	1	0.006421166866
732	1	0.006410440049
733	1	0.006394943265
734	1	0.006384875495
735	1	0.006362563527
736	1	0.006347996557
737	1	0.006335363137
738	1	0.006320371485
739	1	0.006306875613
740	1	0.006298637424
741	1	0.006288091766
742	1	0.006277010388
743	1	0.006264591821
744	1	0.00625520438
745	1	0.00623525991
746	1	0.006221032767
747	1	0.006209501971
748	1	0.006196984352
749	1	0.006183785565
750	1	0.006172074263
751	1	0.006157652572
752	1	0.006143270411
753	1	0.006129839213
754	1	0.006113816278
755	1	0.00610370039
756	1	0.006088643716
757	1	0.006080175664
758	1	0.006068496127
759	1	0.006053268046
760	1	0.00603688971
761	1	0.00602335822
762	1	0.006010035038
763	1	0.005997743048
764	1	0.005986692445
765	1	0.005976448122
766	1	0.005961380514
767	1	0.005948890406
768	1	0.005938448268
769	1	0.005922018821
770	1	0.005909145185
771	1	0.005898223877
772	1	0.005888866382
773	1	0.005878181982
774	1	0.0058674934
775	1	0.005856327488
776	1	0.005845486763
777	1	0.005828106746
778	1	0.005815085942
779	1	0.005802380823
780	1	0.005794843955
781	1	0.005783560045
782	1	0.005769285707
783	1	0.005749874719
784	1	0.00573371037
785	1	0.005726931262
786	1	0.005716368344
787	1	0.005707768947
788	1	0.005699760759
789	1	0.005690394744
790	1	0.005679957545
791	1	0.005667467146
792	1	0.005657254776
793	1	0.005647300904
794	1	0.005635969801
795	1	0.005625800778
796	1	0.005606240514
797	1	0.005596898646
798	1	0.005586030369
799	1	0.005569106433
800	1	0.005556931138
801	1	0.005544252368
802	1	0.005531231527
803	1	0.005515705519
804	1	0.005508091035
805	1	0.005496276709
806	1	0.005483452693
807	1	0.005475548967
808	1	0.005464501967
809	1	0.005454631356
810	1	0.005445935912
811	1	0.005431316399
812	1	0.005420856344
813	1	0.005413066226
814	1	0.00540023417
815	1	0.005387820332
816	1	0.005369992557
817	1	0.005354703874
818	1	0.005347394425
819	1	0.005339680461
820	1	0.00532251219
821	1	0.005308234024
822	1	0.005297908274
823	1	0.005288049054
824	1	0.005272536068
825	1	0.005261999868
826	1	0.005255238988
827	1	0.005246327705
828	1	0.005236094331
829	1	0.005229279872
830	1	0.00522199107
831	1	0.005214666325
832	1	0.005203539647
833	1	0.005191174949
834	1	0.005183692524
835	1	0.005172255217
836	1	0.005164403369
837	1	0.005157038564
838	1	0.005149518491
839	1	0.00514094781
840	1	0.005130512097
841	1	0.005120095325
842	1	0.005109302051
843	1	0.00510228905
844	1	0.005089193589
845	1	0.005079378786
846	1	0.005072388184
847	1	0.005060636515
848	1	0.005052927023
849	1	0.005042184024
850	1	0.005032929923
851	1	0.005024421518
852	1	0.0050117807
853	1	0.00500409781
854	1	0.004996136882
855	1	0.004988324483
856	1	0.004980955862
857	1	0.004967905291
858	1	0.004961499286
859	1	0.004950939657
860	1	0.004943322308
861	1	0.004935598802
862	1	0.004925487501
863	1	0.004919415946
864	1	0.004908795317
865	1	0.004904359999
866	1	0.004895479864
867	1	0.004889709882
868	1	0.004882253235
869	1	0.004874179157
870	1	0.004867140307
871	1	0.004855371579
872	1	0.004849241184
873	1	0.004836993865
874	1	0.004830134794
875	1	0.00482024367
876	1	0.004812052415
877	1	0.004800434371
878	1	0.004797200217
879	1	0.004785214038
880	1	0.004778239905
881	1	0.004771553455
882	1	0.004762975446
883	1	0.004755608305
884	1	0.004747970254
885	1	0.004738019784
886	1	0.004730933961
887	1	0.004723079379
888	1	0.004717928649
889	1	0.00471066207
890	1	0.004705753623
891	1	0.004700366684
892	1	0.004690528462
893	1	0.004683912467
894	1	0.004676216665
895	1	0.004666565989
896	1	0.00465984745
897	1	0.004653475871
898	1	0.00464413445
899	1	0.004633821375
900	1	0.004625890492
901	1	0.004616635804
902	1	0.004609089539
903	1	0.004604039899
904	1	0.004599009026
905	1	0.004592504813
906	1	0.004587112704
907	1	0.004579396293
908	1	0.004567322773
909	1	0.004560226502
910	1	0.00455187611
911	1	0.004548263039
912	1	0.004543317466
913	1	0.00453628788
914	1	0.004530643159
915	1	0.004522443137
916	1	0.004516907297
917	1	0.004503590337
918	1	0.004498409441
919	1	0.004490263552
920	1	0.004478623353
921	1	0.004471338324
922	1	0.004464604383
923	1	0.004455748708
924	1	0.004449720968
925	1	0.00444263136
926	1	0.004435512073
927	1	0.004429496004
928	1	0.004421647039
929	1	0.004415350077
930	1	0.004405995325
931	1	0.0043959394
932	1	0.004389268541
933	1	0.004381015418
934	1	0.004369702587
935	1	0.004360676726
936	1	0.00435464809
937	1	0.004346531992
938	1	0.004340082836
939	1	0.004332304805
940	1	0.004326645944
941	1	0.004319151472
942	1	0.004313720546
943	1	0.004306480204
944	1	0.004301028311
945	1	0.004296343807
946	1	0.004288810319
947	1	0.004284519984
948	1	0.004278672691
949	1	0.004272946694
950	1	0.004265983582
951	1	0.004256901874
952	1	0.004250099561
953	1	0.004245162893
954	1	0.004239202071
955	1	0.004234817132
956	1	0.004227090985
957	1	0.004219918238
958	1	0.004214045209
959	1	0.004205922597
960	1	0.00419574419
961	1	0.004191100288
962	1	0.004183509897
963	1	0.004177456702
964	1	0.004169782708
965	1	0.004164775135
966	1	0.004153479303
967	1	0.004145551718
968	1	0.004138200792
969	1	0.004131638427
970	1	0.004127275818
971	1	0.00411870321
972	1	0.004111935468
973	1	0.004107247136
974	1	0.004101950114
975	1	0.004094123089
976	1	0.004085346714
977	1	0.004078166386
978	1	0.004071405757
979	1	0.004067130736
980	1	0.004061767761
981	1	0.004054928262
982	1	0.004046358002
983	1	0.004041175125
984	1	0.004036285445
985	1	0.004029672863
986	1	0.004023212755
987	1	0.004019978902
988	1	0.004014284287
989	1	0.004009547055
990	1	0.004003582671
991	1	0.003997902314
992	1	0.00399190731
993	1	0.003985056202
994	1	0.003980841688
995	1	0.003980831804
996	1	0.003977589269
997	1	0.003970784104
998	1	0.003966462312
999	1	0.003961550067
1000	1	0.003955240558
1001	1	0.003950098542
1002	1	0.003944823781
1003	1	0.003938821182
1004	1	0.003934940397
1005	1	0.003928458467
1006	1	0.003920198132
1007	1	0.003916445699
1008	1	0.00391181774
1009	1	0.003906957957
1010	1	0.003903888211
1011	1	0.003892877474
1012	1	0.003884272261
1013	1	0.003880901453
1014	1	0.003875825286
1015	1	0.003872738524
1016	1	0.003866522422
1017	1	0.003862824982
1018	1	0.003859599207
1019	1	0.003856637576
1020	1	0.003852194559
1021	1	0.00384587094
1022	1	0.003840456822
1023	1	0.003835641881
1024	1	0.003828694352
1025	1	0.003823458329
1026	1	0.003817657318
1027	1	0.003812052106
1028	1	0.003807877161
1029	1	0.003803511344
1030	1	0.003800358866
1031	1	0.00379581634
1032	1	0.003791883483
1033	1	0.003787502466
1034	1	0.003782363882
1035	1	0.003777489456
1036	1	0.003771688379
1037	1	0.003768448381
1038	1	0.003764829896
1039	1	0.00376079149
1040	1	0.0037525367
1041	1	0.003751023056
1042	1	0.003746948097
1043	1	0.003740743528
1044	1	0.003735211898
1045	1	0.003731895285
1046	1	0.003726880556
1047	1	0.003721200377
1048	1	0.003716378365
1049	1	0.003708198319
1050	1	0.003703587974
1051	1	0.003696749627
1052	1	0.003693415692
1053	1	0.003687680932
1054	1	0.003685007109
1055	1	0.003681446522
1056	1	0.003675996892
1057	1	0.003670217883
1058	1	0.00366549045
1059	1	0.003660880267
1060	1	0.003653775541
1061	1	0.003645469804
1062	1	0.003640132804
1063	1	0.003640074075
1064	1	0.003637274925
1065	1	0.003631662449
1066	1	0.003625567873
1067	1	0.003620154495
1068	1	0.003616510434
1069	1	0.003612155057
1070	1	0.003608697604
1071	1	0.003604710023
1072	1	0.003601172393
1073	1	0.003595886238
1074	1	0.003589697736
1075	1	0.003582138247
1076	1	0.003578441193
1077	1	0.003576127536
1078	1	0.003573217514
1079	1	0.003568488402
1080	1	0.003564385135
1081	1	0.003560584288
1082	1	0.003560580005
1083	1	0.003560558196
1084	1	0.003556122281
1085	1	0.003551274771
1086	1	0.003545755456
1087	1	0.003540547782
1088	1	0.003538554026
1089	1	0.003538550636
1090	1	0.003534551471
1091	1	0.003530266262
1092	1	0.003526188068
1093	1	0.003521189576
1094	1	0.003518293691
1095	1	0.003516116438
1096	1	0.00351163255
1097	1	0.00350724647
1098	1	0.003503704251
1099	1	0.003498732479
1100	1	0.003495899019
1101	1	0.003492149441
1102	1	0.003487927276
1103	1	0.003483253917
1104	1	0.003479417795
1105	1	0.003474973756
1106	1	0.003472442814
1107	1	0.003468726724
1108	1	0.003463904948
1109	1	0.003458730355
1110	1	0.003453091059
1111	1	0.003448218072
1112	1	0.00344193422
1113	1	0.003440343249
1114	1	0.003437207339
1115	1	0.003433056944
1116	1	0.003429519282
1117	1	0.003420975491
1118	1	0.003418558667
1119	1	0.003414721258
1120	1	0.003411757789
1121	1	0.003409051879
1122	1	0.003405863191
1123	1	0.003401229808
1124	1	0.003396447453
1125	1	0.003391790173
1126	1	0.003388983856
1127	1	0.00338570185
1128	1	0.003380334752
1129	1	0.003378237239
1130	1	0.003372817311
1131	1	0.003369059515
1132	1	0.003364161292
1133	1	0.003358425995
1134	1	0.003354346496
1135	1	0.00334906979
1136	1	0.003346216215
1137	1	0.003342882722
1138	1	0.003337419516
1139	1	0.003332907785
1140	1	0.003328783681
1141	1	0.003326039574
1142	1	0.003320763553
1143	1	0.003316506524
1144	1	0.003310831675
1145	1	0.003307245399
1146	1	0.003302413772
1147	1	0.003299400439
1148	1	0.003294870756
1149	1	0.003291315229
1150	1	0.003290306265
1151	1	0.003287994082
1152	1	0.003281673326
1153	1	0.003276918918
1154	1	0.003274703168
1155	1	0.003270953449
1156	1	0.003267107611
1157	1	0.003265555253
1158	1	0.00326363111
1159	1	0.003259213135
1160	1	0.003255573327
1161	1	0.003251156981
1162	1	0.003245551427
1163	1	0.0032412284
1164	1	0.003238005224
1165	1	0.003236122201
1166	1	0.003232541181
1167	1	0.003227525421
1168	1	0.003226382934
1169	1	0.003221576565
1170	1	0.003218160911
1171	1	0.003213457662
1172	1	0.003210292452
1173	1	0.003207099327
1174	1	0.003201541534
1175	1	0.003198256881
1176	1	0.003192800672
1177	1	0.003186796975
1178	1	0.003184858311
1179	1	0.003179328777
1180	1	0.003176307242
1181	1	0.003173231173
1182	1	0.003165477799
1183	1	0.003162616875
1184	1	0.003160028564
1185	1	0.003157447046
1186	1	0.003154907008
1187	1	0.003150163169
1188	1	0.003143892427
1189	1	0.003140183399
1190	1	0.003136820719
1191	1	0.00313317916
1192	1	0.003130771313
1193	1	0.003127774688
1194	1	0.003122979743
1195	1	0.003119643763
1196	1	0.003116992225
1197	1	0.003113559492
1198	1	0.00310971669
1199	1	0.003109710725
